enterprise_id,week_start,week_of_year,inflow_total,inflow_upi,inflow_cash,txn_count,counterparty_count,top_cp_share,outflow_inventory,outflow_fixed,outflow_emi,outflow_total,net_cash_flow,closing_balance,mandi_price_index,rainfall_mm,festival_intensity
ENT0006,2024-09-23,39,8247.97,3502.34,4745.63,16,13,0.7107,4887.0,628.14,492.0,6007.14,2240.83,20020.94,100.28,35.7,0.412
ENT0006,2024-09-30,40,9249.61,4029.23,5220.38,33,11,0.6957,5471.4,633.47,492.0,6596.86,2652.75,21434.41,99.62,30.7,0.612
ENT0006,2024-10-07,41,8650.05,4480.04,4170.01,28,12,0.7499,5129.42,685.19,492.0,6306.61,2343.44,22461.92,100.61,9.5,0.821
ENT0006,2024-10-14,42,9890.47,4527.15,5363.32,26,14,0.7286,5852.64,637.6,492.0,6982.24,2908.22,23905.88,99.77,11.8,1.007
ENT0006,2024-10-21,43,10370.43,5308.65,5061.78,27,12,0.7117,6156.97,598.5,492.0,7247.47,3122.96,25587.33,101.09,18.3,1.146
ENT0006,2024-10-28,44,11904.07,5544.55,6359.52,34,13,0.6964,7049.42,599.69,492.0,8141.11,3762.96,27655.15,100.06,10.5,1.219
ENT0006,2024-11-04,45,10728.61,5035.04,5693.56,25,15,0.7603,6347.54,641.09,492.0,7480.63,3247.98,29165.04,99.7,6.4,1.198
ENT0006,2024-11-11,46,7458.17,3394.37,4063.8,22,11,0.7189,4406.92,601.69,492.0,5500.61,1957.56,29525.83,99.19,2.3,1.057
ENT0006,2024-11-18,47,11626.99,5754.47,5872.52,27,15,0.7473,6900.21,588.81,492.0,7981.01,3645.98,31187.14,100.93,0.2,0.808
ENT0006,2024-11-25,48,8906.61,4540.07,4366.54,24,11,0.7372,5291.92,657.2,492.0,6441.12,2465.49,31467.49,101.4,3.4,0.522
ENT0006,2024-12-02,49,6289.17,2769.24,3519.92,13,12,0.7089,3734.26,658.81,492.0,4885.07,1404.09,30715.94,101.13,0.0,0.282
ENT0006,2024-12-09,50,5396.04,2499.21,2896.82,10,10,0.7091,3208.01,625.03,492.0,4325.04,1070.99,29551.46,101.64,0.4,0.134
ENT0006,2024-12-16,51,6684.73,3366.06,3318.67,25,11,0.7483,3947.42,646.06,492.0,5085.48,1599.24,28761.7,98.94,0.9,0.082
ENT0006,2024-12-23,52,6035.82,2864.4,3171.42,17,10,0.7486,3561.58,642.66,492.0,4696.25,1339.57,27480.47,98.64,0.0,0.119
ENT0006,2024-12-30,1,6914.0,3222.01,3691.98,20,10,0.6818,4101.06,656.11,492.0,5249.17,1664.82,26473.67,100.72,3.3,0.205
ENT0006,2025-01-06,2,7364.5,3781.39,3583.11,12,11,0.7303,4365.86,656.19,492.0,5514.05,1850.45,25950.21,100.5,17.5,0.251
ENT0006,2025-01-13,3,6037.79,3131.45,2906.35,14,9,0.7169,3576.16,558.87,492.0,4627.03,1410.76,24740.3,100.14,0.0,0.201
ENT0006,2025-01-20,4,5262.69,2496.67,2766.02,16,10,0.6987,3118.37,629.03,492.0,4239.41,1023.28,23328.03,100.31,2.0,0.103
ENT0006,2025-01-27,5,6472.27,3214.33,3257.94,18,10,0.7246,3840.29,653.35,492.0,4985.63,1486.63,22738.17,100.85,0.0,0.035
ENT0006,2025-02-03,6,5501.15,2510.54,2990.61,6,7,0.6924,3239.97,623.71,492.0,4355.68,1145.47,22147.4,97.9,3.5,0.016
ENT0006,2025-02-10,7,6238.69,2920.44,3318.25,18,7,0.71,3650.43,637.8,492.0,4780.23,1458.46,21915.54,95.38,0.4,0.042
ENT0006,2025-02-17,8,5111.9,2561.41,2550.49,15,6,0.7034,2988.45,660.99,492.0,4141.44,970.46,21356.45,95.04,4.8,0.124
ENT0006,2025-02-24,9,6407.1,3207.7,3199.4,23,11,0.7094,3731.87,639.23,492.0,4863.09,1544.01,21297.44,93.65,7.4,0.242
ENT0006,2025-03-03,10,7788.51,3684.43,4104.08,19,9,0.7179,4547.44,686.5,492.0,5725.94,2062.57,21629.19,94.56,1.6,0.307
ENT0006,2025-03-10,11,7414.59,3580.86,3833.73,11,11,0.699,4318.62,673.55,492.0,5484.16,1930.42,21908.59,93.64,7.6,0.26
ENT0006,2025-03-17,12,5770.74,2740.16,3030.57,12,10,0.7508,3336.98,632.88,492.0,4461.86,1308.88,21728.83,90.98,0.0,0.171
ENT0006,2025-03-24,13,5238.27,2738.58,2499.69,10,9,0.7292,3013.59,630.37,492.0,4135.96,1102.31,21331.18,89.13,11.4,0.138
ENT0006,2025-03-31,14,6507.94,2944.73,3563.21,21,11,0.7552,3708.81,552.08,492.0,4752.89,1755.05,21564.78,85.82,4.9,0.179
ENT0006,2025-04-07,15,7294.13,3526.9,3767.23,9,11,0.7161,4149.53,626.34,492.0,5267.87,2026.26,21974.27,85.22,10.3,0.255
ENT0006,2025-04-14,16,7489.03,3447.54,4041.49,19,7,0.7084,4254.19,594.99,492.0,5341.19,2147.84,22526.52,84.72,0.0,0.323
ENT0006,2025-04-21,17,6534.99,3471.16,3063.83,24,10,0.7545,3704.89,643.73,492.0,4840.61,1694.37,22585.8,84.06,2.5,0.35
ENT0006,2025-04-28,18,7241.5,3380.87,3860.63,20,11,0.7078,4116.65,641.53,492.0,5250.18,1991.32,22729.77,84.98,11.0,0.323
ENT0006,2025-05-05,19,8466.96,4438.97,4027.99,27,14,0.7158,4829.22,659.18,492.0,5980.4,2486.56,23226.86,86.11,13.2,0.254
ENT0006,2025-05-12,20,6566.73,3774.98,2791.75,11,13,0.7337,3743.23,682.69,492.0,4917.92,1648.81,23089.36,85.91,18.7,0.17
ENT0006,2025-05-19,21,4654.37,2691.36,1963.01,6,6,0.6946,2636.62,635.81,492.0,3764.42,889.94,22449.67,83.79,27.8,0.097
ENT0006,2025-05-26,22,6211.25,2957.95,3253.3,23,9,0.7336,3526.47,713.54,492.0,4732.01,1479.24,22413.71,84.55,15.4,0.047
ENT0006,2025-06-02,23,7883.29,4270.5,3612.79,22,9,0.731,4486.05,644.09,492.0,5622.13,2261.16,22954.03,85.32,36.9,0.02
ENT0006,2025-06-09,24,4652.28,2351.52,2300.76,13,11,0.7447,2652.13,596.27,492.0,3740.4,911.88,22152.92,85.93,36.3,0.011
ENT0006,2025-06-16,25,5735.37,2877.38,2857.98,11,11,0.7371,3282.69,619.0,492.0,4393.7,1341.67,21836.1,87.32,40.1,0.022
ENT0006,2025-06-23,26,5660.33,3036.44,2623.89,16,10,0.7453,3232.53,624.89,492.0,4349.42,1310.91,21454.23,86.55,37.1,0.062
ENT0006,2025-06-30,27,5975.14,3459.94,2515.19,12,10,0.7171,3437.92,655.77,492.0,4585.7,1389.44,21013.33,89.17,52.9,0.12
ENT0006,2025-07-07,28,6339.42,3566.3,2773.12,22,12,0.7021,3642.92,607.19,492.0,4742.11,1597.31,20833.02,88.72,38.5,0.15
ENT0006,2025-07-14,29,6989.91,3673.03,3316.88,30,12,0.7615,4032.84,627.23,492.0,5152.07,1837.84,21116.98,90.16,58.8,0.12
ENT0006,2025-07-21,30,5882.37,3355.56,2526.82,18,11,0.6888,3383.05,631.54,492.0,4506.59,1375.78,20963.07,89.02,46.6,0.062
ENT0006,2025-07-28,31,6840.1,3312.94,3527.15,16,11,0.6908,3930.63,622.54,492.0,5045.17,1794.92,21030.88,88.72,55.2,0.021
ENT0006,2025-08-04,32,5494.67,2920.01,2574.66,5,9,0.7307,3178.36,663.0,492.0,4333.37,1161.31,20773.43,91.09,52.3,0.005
ENT0006,2025-08-11,33,5254.81,2793.77,2461.04,8,10,0.7518,3043.55,657.39,492.0,4192.94,1061.86,20509.39,91.57,56.9,0.004
ENT0006,2025-08-18,34,5147.9,2888.42,2259.48,20,10,0.7231,2995.42,674.88,492.0,4162.3,985.6,20258.38,93.27,44.9,0.011
ENT0006,2025-08-25,35,4409.21,2447.17,1962.04,8,8,0.7393,2572.76,626.19,492.0,3690.96,718.25,19768.21,94.32,37.1,0.029
ENT0006,2025-09-01,36,6313.85,3530.8,2783.05,16,9,0.6794,3690.48,676.1,492.0,4858.57,1455.27,19946.88,94.97,33.2,0.066
ENT0006,2025-09-08,37,8601.08,4821.59,3779.5,26,13,0.7094,5057.98,594.67,492.0,6144.65,2456.43,20877.93,97.31,38.7,0.135
ENT0006,2025-09-15,38,7209.51,4101.16,3108.35,26,13,0.6819,4244.65,593.95,492.0,5330.6,1878.91,21250.03,97.77,29.3,0.25
ENT0006,2025-09-22,39,8207.63,4815.81,3391.83,22,10,0.735,4815.13,599.16,492.0,5906.28,2301.35,21911.12,96.38,19.0,0.412
ENT0006,2025-09-29,40,7562.27,4366.33,3195.93,19,11,0.6884,4433.16,636.94,492.0,5562.09,2000.17,22358.88,96.09,15.6,0.612
ENT0006,2025-10-06,41,8624.11,4887.59,3736.52,24,12,0.6938,5071.63,676.09,492.0,6239.73,2384.39,23253.61,97.31,3.9,0.821
ENT0006,2025-10-13,42,11052.64,6517.51,4535.12,28,14,0.7296,6516.27,617.76,492.0,7626.03,3426.61,25106.51,98.3,12.4,1.007
ENT0006,2025-10-20,43,13931.74,8425.53,5506.22,36,14,0.7406,8184.73,621.65,492.0,9298.38,4633.37,28057.45,96.93,0.0,1.146
ENT0006,2025-10-27,44,12925.55,7311.58,5613.97,37,17,0.7162,7584.57,629.8,492.0,8706.38,4219.18,30362.35,96.47,10.0,1.219
ENT0006,2025-11-03,45,11648.31,6790.13,4858.17,33,14,0.7308,6828.55,655.14,492.0,7975.7,3672.61,31812.12,96.1,4.6,1.198
ENT0006,2025-11-10,46,9632.86,5990.96,3641.9,35,13,0.7301,5644.17,621.62,492.0,6757.79,2875.08,32482.19,95.9,17.0,1.057
ENT0006,2025-11-17,47,9338.36,5195.4,4142.96,28,15,0.715,5451.14,619.89,492.0,6563.03,2775.33,32963.54,94.47,0.0,0.808
ENT0006,2025-11-24,48,7158.41,4623.87,2534.54,24,10,0.6975,4171.49,595.23,492.0,5258.71,1899.7,32657.4,93.83,0.6,0.522
ENT0006,2025-12-01,49,5659.04,3135.0,2524.04,11,9,0.7306,3290.45,618.7,492.0,4401.15,1257.9,31725.24,93.0,11.6,0.282
ENT0006,2025-12-08,50,5589.51,3276.33,2313.19,17,7,0.7316,3256.79,675.25,492.0,4424.04,1165.47,30502.87,93.78,7.6,0.134
ENT0006,2025-12-15,51,6657.74,3797.4,2860.35,15,10,0.7372,3886.98,639.55,492.0,5018.52,1639.22,29266.6,94.53,0.0,0.082
ENT0006,2025-12-22,52,6417.03,4279.37,2137.66,19,8,0.7256,3742.5,613.52,492.0,4848.03,1569.0,27747.63,94.14,1.5,0.119
ENT0006,2025-12-29,1,5579.58,3283.59,2296.0,18,10,0.696,3247.7,677.23,492.0,4416.94,1162.64,25885.37,93.4,0.1,0.205
ENT0006,2026-01-05,2,7139.41,4218.94,2920.47,20,11,0.7332,4153.42,618.29,492.0,5263.71,1875.7,24885.25,93.2,1.8,0.251
ENT0006,2026-01-12,3,6686.82,3993.38,2693.44,28,10,0.7193,3876.35,683.49,492.0,5051.84,1634.98,23823.42,91.89,0.0,0.201
ENT0006,2026-01-19,4,5564.99,3414.42,2150.57,21,9,0.7097,3211.01,682.93,492.0,4385.94,1179.05,22697.17,90.19,0.0,0.103
ENT0006,2026-01-26,5,6097.1,3677.73,2419.37,21,11,0.7135,3503.45,638.43,492.0,4633.88,1463.22,22199.09,88.7,0.0,0.035
ENT0006,2026-02-02,6,6074.27,3713.93,2360.33,20,8,0.7055,3478.74,590.69,492.0,4561.43,1512.84,21936.22,87.53,0.9,0.016
ENT0006,2026-02-09,7,5856.32,2997.8,2858.51,23,10,0.7371,3337.28,713.86,492.0,4543.14,1313.18,21555.96,85.81,2.8,0.042
ENT0006,2026-02-16,8,7842.1,4876.57,2965.53,16,12,0.691,4464.26,649.09,492.0,5605.35,2236.75,22037.8,85.45,0.0,0.124
ENT0006,2026-02-23,9,5326.6,3318.61,2007.99,20,6,0.6995,3034.24,626.42,492.0,4152.66,1173.94,21619.04,85.67,0.0,0.242
ENT0006,2026-03-02,10,5354.62,3512.68,1841.94,11,10,0.7128,3031.1,667.82,492.0,4190.92,1163.71,21154.61,83.55,6.4,0.307
ENT0006,2026-03-09,11,7219.84,4811.92,2407.92,18,8,0.7516,4081.19,659.4,492.0,5232.59,1987.25,21416.54,83.08,3.0,0.26
ENT0006,2026-03-16,12,7058.81,4404.3,2654.51,22,10,0.7404,3981.89,679.77,492.0,5153.67,1905.14,21667.45,82.39,0.0,0.171
ENT0006,2026-03-23,13,7298.01,4790.58,2507.43,25,9,0.6865,4115.6,615.91,492.0,5223.51,2074.5,22040.85,82.29,0.1,0.138
ENT0006,2026-03-30,14,6425.77,3863.49,2562.27,13,12,0.7464,3619.22,646.86,492.0,4758.08,1667.68,22054.23,81.88,0.0,0.179
ENT0006,2026-04-06,15,6277.82,4141.34,2136.47,15,8,0.7463,3516.77,599.99,492.0,4608.77,1669.05,22075.28,80.13,0.0,0.255
ENT0006,2026-04-13,16,7451.21,4633.5,2817.7,21,8,0.6959,4154.6,658.21,492.0,5304.81,2146.4,22341.28,78.64,2.2,0.323
ENT0006,2026-04-20,17,6893.8,4176.54,2717.26,18,11,0.6689,3841.41,635.91,492.0,4969.33,1924.47,22513.93,78.45,14.8,0.35
ENT0006,2026-04-27,18,9492.01,6057.57,3434.45,30,12,0.7179,5302.86,645.65,492.0,6440.51,3051.5,23744.03,79.26,6.2,0.323
ENT0006,2026-05-04,19,6699.42,4609.99,2089.43,32,8,0.7418,3716.87,632.0,492.0,4840.87,1858.55,23698.54,77.09,17.0,0.254
ENT0006,2026-05-11,20,6766.39,4424.51,2341.88,20,11,0.7512,3757.66,628.7,492.0,4878.36,1888.03,23639.6,77.39,13.6,0.17
ENT0006,2026-05-18,21,9586.91,6669.82,2917.1,24,9,0.7019,5343.91,609.6,492.0,6445.5,3141.41,24620.58,78.55,22.6,0.097
ENT0006,2026-05-25,22,6111.2,3854.49,2256.71,11,8,0.7544,3406.26,662.31,492.0,4560.57,1550.63,24195.15,78.53,25.0,0.047
ENT0006,2026-06-01,23,6656.46,4572.89,2083.58,17,9,0.6748,3718.63,685.88,492.0,4896.51,1759.95,24107.66,79.25,36.1,0.02
ENT0006,2026-06-08,24,6767.79,4320.19,2447.6,15,12,0.712,3776.07,619.17,492.0,4887.24,1880.56,24055.02,78.85,32.7,0.011
ENT0006,2026-06-15,25,6927.07,4620.57,2306.5,21,12,0.711,3867.66,654.51,492.0,5014.18,1912.89,24049.94,79.08,31.5,0.022
ENT0006,2026-06-22,26,6528.1,4368.17,2159.93,20,12,0.7424,3631.82,650.55,492.0,4774.37,1753.73,23650.12,77.95,37.3,0.062
ENT0006,2026-06-29,27,6509.25,4457.79,2051.46,16,10,0.7453,3601.17,636.9,492.0,4730.07,1779.18,23390.79,76.22,46.3,0.12
ENT0006,2026-07-06,28,6544.91,4417.01,2127.9,26,6,0.7384,3637.02,589.86,492.0,4718.88,1826.03,23226.53,77.59,45.0,0.15
ENT0006,2026-07-13,29,5668.54,3670.62,1997.93,12,10,0.6923,3146.26,596.53,492.0,4234.79,1433.76,22479.18,77.22,56.9,0.12
ENT0007,2024-07-22,30,11325.16,4246.85,7078.3,30,58,0.164,7241.44,1234.72,0.0,8476.16,2849.0,39961.67,96.73,74.9,0.062
ENT0007,2024-07-29,31,12267.06,4068.85,8198.22,23,59,0.1721,7846.57,1362.55,0.0,9209.12,3057.94,31570.27,97.08,68.2,0.021
ENT0007,2024-08-05,32,12559.4,4933.3,7626.09,23,59,0.1514,8049.55,1291.21,0.0,9340.77,3218.63,27065.97,99.03,74.0,0.005
ENT0007,2024-08-12,33,13213.59,4750.66,8462.93,32,62,0.1697,8481.1,1363.93,0.0,9845.03,3368.56,24783.25,100.48,67.6,0.004
ENT0007,2024-08-19,34,11981.59,3853.61,8127.97,20,60,0.2289,7708.92,1361.54,0.0,9070.46,2911.13,23213.63,102.93,69.0,0.011
ENT0007,2024-08-26,35,13092.63,4441.15,8651.48,31,62,0.193,8428.95,1353.26,0.0,9782.21,3310.42,22635.47,103.56,56.6,0.029
ENT0007,2024-09-02,36,10921.07,4225.43,6695.64,24,55,0.1722,7030.57,1310.21,0.0,8340.78,2580.29,21785.91,103.51,36.4,0.066
ENT0007,2024-09-09,37,13541.1,5187.65,8353.45,34,62,0.1652,8721.54,1396.46,0.0,10118.0,3423.1,21881.91,104.02,38.9,0.135
ENT0007,2024-09-16,38,14188.58,4627.74,9560.84,31,67,0.1766,9147.87,1345.06,0.0,10492.93,3695.65,22298.16,105.09,25.9,0.25
ENT0007,2024-09-23,39,16158.92,5756.0,10402.93,36,68,0.1801,10427.54,1444.1,0.0,11871.64,4287.28,23141.67,106.03,23.8,0.412
ENT0007,2024-09-30,40,11707.2,4319.76,7387.44,28,59,0.1691,7549.73,1354.3,0.0,8904.04,2803.16,22735.28,105.32,30.6,0.612
ENT0007,2024-10-07,41,13736.75,4809.76,8926.99,27,63,0.1881,8864.59,1302.22,0.0,10166.81,3569.94,22971.77,106.04,20.6,0.821
ENT0007,2024-10-14,42,17949.29,7872.36,10076.93,37,72,0.1584,11592.07,1255.99,0.0,12848.06,5101.23,24359.03,106.88,8.6,1.007
ENT0007,2024-10-21,43,12349.43,4660.1,7689.33,29,59,0.1583,8003.19,1354.86,0.0,9358.05,2991.38,23907.71,110.64,3.4,1.146
ENT0007,2024-10-28,44,18370.1,6814.9,11555.2,40,74,0.1849,11936.13,1282.54,0.0,13218.67,5151.43,25375.39,113.57,7.1,1.219
ENT0007,2024-11-04,45,19625.24,8066.89,11558.36,41,76,0.1541,12742.25,1277.38,0.0,14019.62,5605.62,26862.36,112.73,0.0,1.198
ENT0007,2024-11-11,46,15533.44,5698.49,9834.95,34,67,0.192,10084.11,1403.09,0.0,11487.2,4046.23,26924.27,112.58,0.0,1.057
ENT0007,2024-11-18,47,14699.51,6034.46,8665.05,39,64,0.1772,9527.16,1250.35,0.0,10777.51,3922.0,26776.07,110.75,4.2,0.808
ENT0007,2024-11-25,48,12446.09,4141.5,8304.59,25,60,0.1409,8061.26,1466.55,0.0,9527.82,2918.27,26190.91,110.01,8.4,0.522
ENT0007,2024-12-02,49,12320.3,4579.03,7741.27,25,59,0.1796,7982.48,1377.53,0.0,9360.01,2960.29,25801.25,110.38,4.6,0.282
ENT0007,2024-12-09,50,11777.47,4937.54,6839.93,19,57,0.1438,7640.88,1363.58,0.0,9004.46,2773.01,25078.71,111.86,0.0,0.134
ENT0007,2024-12-16,51,11278.37,4932.69,6345.68,24,61,0.1913,7309.22,1297.67,0.0,8606.88,2671.49,24536.37,110.66,2.2,0.082
ENT0007,2024-12-23,52,11359.17,4197.69,7161.48,27,55,0.1725,7353.78,1419.81,0.0,8773.59,2585.58,23722.74,109.49,0.7,0.119
ENT0007,2024-12-30,1,12353.08,4552.54,7800.53,30,61,0.2145,7973.88,1366.37,0.0,9340.26,3012.82,23021.3,106.34,2.6,0.205
ENT0007,2025-01-06,2,12488.81,5179.63,7309.18,28,58,0.1989,8056.62,1320.49,0.0,9377.11,3111.7,22463.45,105.7,9.8,0.251
ENT0007,2025-01-13,3,15959.94,6088.97,9870.97,39,68,0.1562,10277.93,1380.29,0.0,11658.23,4301.71,22910.95,103.87,0.0,0.201
ENT0007,2025-01-20,4,11729.25,4628.81,7100.44,28,62,0.137,7544.72,1256.29,0.0,8801.01,2928.24,22313.66,102.68,0.0,0.103
ENT0007,2025-01-27,5,12463.76,5377.82,7085.94,32,58,0.1624,8004.24,1259.28,0.0,9263.52,3200.24,22120.25,101.03,3.6,0.035
ENT0007,2025-02-03,6,11096.16,4342.48,6753.68,28,55,0.153,7120.89,1292.14,0.0,8413.03,2683.13,21658.45,100.31,0.0,0.016
ENT0007,2025-02-10,7,11115.76,3903.84,7211.92,30,56,0.214,7114.0,1390.67,0.0,8504.67,2611.09,21346.83,97.61,9.1,0.042
ENT0007,2025-02-17,8,10039.67,3751.0,6288.67,21,52,0.1773,6409.91,1366.35,0.0,7776.26,2263.41,20871.97,95.29,2.6,0.124
ENT0007,2025-02-24,9,10642.41,4421.26,6221.16,18,56,0.1961,6807.73,1440.16,0.0,8247.89,2394.52,20565.24,97.13,5.7,0.242
ENT0007,2025-03-03,10,11385.23,4118.32,7266.91,27,56,0.1718,7267.01,1305.13,0.0,8572.14,2813.09,20545.13,95.03,0.0,0.307
ENT0007,2025-03-10,11,13180.46,5419.82,7760.64,32,62,0.1739,8396.57,1406.41,0.0,9802.98,3377.47,20660.35,93.21,6.4,0.26
ENT0007,2025-03-17,12,14225.68,5417.73,8807.95,37,62,0.1768,9077.02,1358.81,0.0,10435.83,3789.85,21126.81,94.72,8.7,0.171
ENT0007,2025-03-24,13,10015.81,4750.41,5265.4,27,51,0.1996,6409.55,1303.63,0.0,7713.18,2302.63,20390.97,97.53,4.9,0.138
ENT0007,2025-03-31,14,11768.68,5796.5,5972.18,33,57,0.1837,7516.87,1393.16,0.0,8910.02,2858.66,20340.93,95.68,6.5,0.179
ENT0007,2025-04-07,15,10939.7,4357.55,6582.15,26,53,0.1563,6981.12,1362.07,0.0,8343.19,2596.5,20148.18,94.83,9.0,0.255
ENT0007,2025-04-14,16,12811.35,5640.35,7171.0,29,63,0.2099,8175.69,1324.25,0.0,9499.94,3311.4,20620.76,94.85,5.2,0.323
ENT0007,2025-04-21,17,15147.49,6153.45,8994.04,28,63,0.1716,9683.55,1369.45,0.0,11053.0,4094.49,21618.73,96.54,13.5,0.35
ENT0007,2025-04-28,18,12461.28,5336.63,7124.65,28,58,0.1683,7955.02,1357.75,0.0,9312.77,3148.51,21724.59,95.18,18.4,0.323
ENT0007,2025-05-05,19,12707.91,6279.35,6428.57,26,61,0.1209,8108.88,1356.11,0.0,9464.99,3242.92,21802.6,94.76,27.6,0.254
ENT0007,2025-05-12,20,14712.13,6304.34,8407.8,33,64,0.1901,9395.99,1338.67,0.0,10734.66,3977.48,22291.72,95.59,38.5,0.17
ENT0007,2025-05-19,21,12749.24,5564.04,7185.21,28,58,0.1795,8146.91,1280.25,0.0,9427.16,3322.08,22375.06,96.12,34.3,0.097
ENT0007,2025-05-26,22,10732.07,4499.04,6233.03,25,58,0.1795,6855.7,1371.69,0.0,8227.39,2504.69,21890.56,95.81,49.0,0.047
ENT0007,2025-06-02,23,11747.89,5690.26,6057.62,25,56,0.1694,7505.05,1312.81,0.0,8817.86,2930.03,21906.26,95.87,68.3,0.02
ENT0007,2025-06-09,24,10411.74,3691.69,6720.05,26,54,0.166,6642.55,1298.6,0.0,7941.16,2470.58,21494.93,94.59,64.8,0.011
ENT0007,2025-06-16,25,12092.96,5341.13,6751.83,15,58,0.1701,7716.0,1350.22,0.0,9066.22,3026.74,21371.3,94.7,73.9,0.022
ENT0007,2025-06-23,26,12322.13,5619.74,6702.4,28,60,0.1867,7863.46,1417.66,0.0,9281.12,3041.02,21306.36,94.85,89.0,0.062
ENT0007,2025-06-30,27,9989.53,4396.41,5593.13,26,54,0.1902,6380.18,1379.31,0.0,7759.49,2230.04,20636.16,95.64,100.4,0.12
ENT0007,2025-07-07,28,12150.68,5933.53,6217.16,34,58,0.1728,7760.08,1330.76,0.0,9090.84,3059.84,20556.3,95.59,101.2,0.15
ENT0007,2025-07-14,29,11548.51,5785.48,5763.03,28,57,0.1964,7384.65,1328.09,0.0,8712.74,2835.78,20311.08,96.78,112.8,0.12
ENT0007,2025-07-21,30,12273.13,5216.55,7056.58,33,59,0.1759,7863.22,1410.71,0.0,9273.93,2999.2,20373.1,98.67,111.2,0.062
ENT0007,2025-07-28,31,12532.14,6675.78,5856.36,28,61,0.1674,8036.75,1212.24,0.0,9248.99,3283.15,20612.76,99.61,109.8,0.021
ENT0007,2025-08-04,32,11992.67,5153.0,6839.67,26,57,0.1814,7700.09,1422.16,0.0,9122.24,2870.43,20637.21,100.82,104.5,0.005
ENT0007,2025-08-11,33,10898.26,5596.52,5301.74,26,59,0.1503,7003.46,1244.34,0.0,8247.8,2650.46,20442.37,101.69,109.3,0.004
ENT0007,2025-08-18,34,12843.52,6188.63,6654.88,28,59,0.1821,8260.19,1273.2,0.0,9533.39,3310.12,20730.58,102.52,86.5,0.011
ENT0007,2025-08-25,35,10082.86,4644.0,5438.86,19,52,0.1528,6484.29,1331.88,0.0,7816.17,2266.69,20310.54,102.45,66.9,0.029
ENT0007,2025-09-01,36,9222.62,4258.59,4964.04,18,46,0.1693,5937.99,1523.2,0.0,7461.19,1761.44,19620.33,103.66,78.9,0.066
ENT0007,2025-09-08,37,7303.22,3442.52,3860.7,11,39,0.1558,4705.21,1486.13,0.0,6191.34,1111.88,18604.24,104.33,56.6,0.135
ENT0007,2025-09-15,38,10608.8,5060.07,5548.73,25,46,0.1988,6857.05,1415.71,0.0,8272.76,2336.05,18618.13,107.76,50.4,0.25
ENT0007,2025-09-22,39,9763.83,4310.27,5453.56,21,42,0.2408,6327.14,1391.15,0.0,7718.29,2045.54,18303.96,110.56,48.5,0.412
ENT0007,2025-09-29,40,11580.44,5331.4,6249.04,24,45,0.2124,7512.55,1245.07,0.0,8757.62,2822.82,18527.44,111.78,22.9,0.612
ENT0007,2025-10-06,41,8785.66,3888.69,4896.97,17,36,0.2339,5697.54,1377.33,0.0,7074.87,1710.79,17905.15,111.4,17.8,0.821
ENT0007,2025-10-13,42,10260.48,4387.66,5872.81,24,40,0.2743,6648.47,1329.56,0.0,7978.03,2282.45,17715.88,110.48,9.7,1.007
ENT0007,2025-10-20,43,11448.15,5013.15,6435.0,28,38,0.2415,7431.91,1311.89,0.0,8743.81,2704.34,17942.92,112.56,9.6,1.146
ENT0007,2025-10-27,44,9092.08,3875.6,5216.48,15,32,0.2244,5906.4,1377.19,0.0,7283.59,1808.48,17547.39,113.33,13.1,1.219
ENT0007,2025-11-03,45,10009.71,4469.3,5540.41,17,32,0.2333,6508.12,1334.76,0.0,7842.88,2166.83,17697.1,114.31,10.5,1.198
ENT0007,2025-11-10,46,7935.5,3732.99,4202.52,21,29,0.2521,5149.77,1427.28,0.0,6577.05,1358.45,17150.42,112.17,6.8,1.057
ENT0007,2025-11-17,47,7266.26,3338.14,3928.11,10,24,0.2457,4721.29,1240.49,0.0,5961.79,1304.47,16630.18,113.56,0.0,0.808
ENT0007,2025-11-24,48,6543.18,3358.96,3184.22,16,21,0.2534,4253.96,1371.71,0.0,5625.67,917.51,15794.93,114.23,0.0,0.522
ENT0007,2025-12-01,49,6300.41,2459.04,3841.38,20,19,0.2843,4090.5,1307.81,0.0,5398.31,902.11,15141.97,112.67,1.8,0.282
ENT0007,2025-12-08,50,5396.31,2553.42,2842.88,18,17,0.2851,3501.1,1338.87,0.0,4839.97,556.34,14254.48,111.9,0.0,0.134
ENT0007,2025-12-15,51,4743.55,2190.48,2553.07,13,16,0.2316,3077.95,1387.55,0.0,4465.5,278.05,13154.96,112.03,3.3,0.082
ENT0007,2025-12-22,52,5015.43,2450.28,2565.16,13,20,0.2482,3253.68,1292.32,0.0,4546.0,469.43,12359.94,111.79,4.6,0.119
ENT0007,2025-12-29,1,5908.71,2883.8,3024.9,22,21,0.2553,3830.51,1377.84,0.0,5208.35,700.36,11769.58,111.02,1.0,0.205
ENT0007,2026-01-05,2,4911.52,2279.46,2632.06,1,17,0.2765,3182.35,1352.14,0.0,4534.49,377.03,11043.26,110.42,4.6,0.251
ENT0007,2026-01-12,3,5621.13,2691.82,2929.3,10,20,0.2842,3639.32,1322.17,0.0,4961.49,659.63,10689.66,109.58,1.4,0.201
ENT0007,2026-01-19,4,5547.85,2529.91,3017.94,15,20,0.3121,3590.67,1334.79,0.0,4925.46,622.39,10396.9,109.21,3.2,0.103
ENT0007,2026-01-26,5,5874.76,2945.56,2929.21,11,21,0.2456,3806.83,1356.05,0.0,5162.88,711.88,10257.94,110.53,0.0,0.035
